Var1,Freq
"Greece: Dodecanese, Nisyros, Kaldera",8
"Greece: Dorio, Messenia, Peloponnese",8
"Greece: Drymades, Ioannina",8
"Greece: Ermones, Corfu",8
"Greece: Euboia Island, Karystos bay, Mnima penninsula",8
"Greece: Evia, Mt. Dirfis",8
"Greece: Evia, Stira",8
Greece: Gerania Mts.,8
"Greece: Gezovitisas lake, Corfu",8
Greece: Granitis,8
"Greece: Karpathos, Kastellia Bay",8
Greece: Katouna Xiromerou,8
"Greece: Kerkyra Island, Messonghi stream",8
Greece: Kimi,8
"Greece: Klimatia, Corfu",8
Greece: Krokillo,8
Greece: Lake Zaravina,8
"Greece: Lesbos, Ampeliko",8
Greece: Marathia Ithaca,8
"Greece: Mexiates, Phthiotis",8
Greece: Monemvasia castle,8
Greece: Mt. Chortiatis,8
Greece: Mt. Kitheron,8
"Greece: Nagos, Chios",8
"Greece: Northen Sporades, Piperi isl.",8
"Greece: Northen Sporades, Skiathos isl.",8
"Greece: Northen Sporades, Skiros island",8
Greece: Ozeros lake,8
"Greece: Peloponnese, Archaia Messina, Messene ruins, theatre",8
"Greece: Peloponnese, Messinia, Taygetos Mts.",8
"Greece: Peloponnesos, Mt. Taygetos (hairpins to Anavriti)",8
"Greece: Skiti, Kozani",8
"Greece: Sterea Hellas, Mt. Immitos",8
Greece: Thirasia islet,8
"Greece: Tripi, Laconia, Peloponnese",8
Greece: Volos,8
"Greece:Agios Achillios, near Psarades junction",8
Greece:Agrafa Mts,8
Greece:Agrilias stream,8
Greece:Aheloos,8
"Greece:Amondia, Aqueronte River",8
Greece:Ano Poroia,8
"Greece:Archaia Olympia, Ilis prov.",8
Greece:Argolida (Drepano),8
"Greece:Central Macedonia, Imathia, Naousa",8
"Greece:Crete isl., Dia isl.",8
"Greece:Crete isl., Greleska, Lefka Ori",8
"Greece:Crete isl., Lefka Ori",8
"Greece:Crete island, Irakleio",8
"Greece:Crete, Agiofarrago",8
"Greece:Crete, North Crete",8
"Greece:Crete, Vilandredo",8
"Greece:Dodekanisa, Rodos island",8
"Greece:East Aegean, Kos point 150",8
"Greece:Eastern Mediterranean,Aegean Sea Kalymnos",8
"Greece:Eastern Mediterranean,Aegean Sea Kos",8
"Greece:Epirus, Chionades, 1240m",8
"Greece:Epirus, Ioannina, Konitsa E 19km, Armata",8
"Greece:Evia, Dystos lake",8
Greece:Evros,8
"Greece:Hersonisos, Crete",8
"Greece:Irakleio 10 km east, Crete",8
Greece:Island of Lesvos,8
"Greece:Island of Rhodes, Lindos",8
"Greece:Kalymnos Island, Emporios",8
"Greece:Kentriki Makedonia, Serres, Agio Pnevma",8
Greece:Kerkyra Island,8
"Greece:Kerkyra Island, Korission Lagoon",8
"Greece:Kessariani Monastery, Athens, Attica",8
Greece:Koula Echinos outside Xanthi,8
"Greece:Kythira Island, Myloi, 5 km west of Mylopotamos",8
"Greece:Lagonissi, Mediterranean",8
Greece:Lake Dojranis,8
Greece:Lesbos island,8
Greece:Lesbos Island,8
Greece:Magnisia,8
Greece:Makronissos Island,8
"Greece:Mathia, Peloponnesus",8
"Greece:Mediterranean, Aegean, Athens",8
"Greece:Moni Spilianis Cave, Pithagorion, Samos Island",8
"Greece:near Agio Theodori, between Belitseika and Koutiveika, western part of N Taigetos Mts., Peloponnese",8
"Greece:Nomos Pellas, Vegorritis Lake",8
"Greece:North Aegean Sea, Thermaikos Gulf, Aggelochori",8
"Greece:Orei, North Eria",8
Greece:Oropos,8
Greece:Oropos_Attiki,8
"Greece:P.Elias, Crete",8
"Greece:Peloponnese, Mistras",8
"Greece:Peloponnisos, Kiveri",8
"Greece:Peloponnisos, Monemvasia",8
Greece:Pili,8
"Greece:Pilion Mt., E of Dhrakia, E of Volos",8
"Greece:Pilion Mt., N of Dhrakia, E of Volos",8
Greece:Pinios River(Peloponnese),8
Greece:Portitsa Farangi,8
Greece:Preveza,8
Greece:Psorovohouni NE Vradheto: Plateau,8
Greece:Pyrgos,8
"Greece:Rhodes Island, Mt. Profitis Ilias, pine forest about 5 km before the guest houses (west side of the island)",8
"Greece:Samos Island, 1 km north of Manolates",8
"Greece:Samos island, Potami",8
"Greece:Samos, Samos",8
"Greece:Sithonia, Chalkidiki",8
"Greece:Spata, Attica",8
Greece:Sperchios River,8
"Greece:Sporades, Skyros island",8
Greece:spring and lake Monstros,8
"Greece:Sterea Ellada, Levadia, Thourio",8
Greece:Stymphalia lake,8
"Greece:Thasos Island, Skala Sotiros",8
"Greece:Thessalia, Larissa",8
"Greece:Thessaly, Mt. Olympos, Kokkinopilos 2 km north, 1200m",8
"Greece:Thessaly, Mt. Ossa, mountain refuge 1550m",8
"Greece:Ton Limnon Cave, Kastri, Kalavrita, Achaia, Peloponneso",8
"Greece:Tsoukalio Lagoon, Amvrakikos Gulf, Western Greece",8
"Greece:Village Vironia, Ramna site",8
"Greece:W of Ayios Niron, Nisis Sfondili, SE Peloponnese",8
"Greece:Western Thrace region, Metaxades",8
Greece:Yliki drainage,8
Greece:Zakynthos,8
"Greece: Achivadolimni, Aigaio",7
Greece: Akrokorinthos castle,7
Greece: Amfitriti,7
"Greece: Anavyssos, Attica",7
"Greece: Crete, Aforesmenos",7
"Greece: Crete, Eleftherna",7
"Greece: Crete, Lassithi",7
"Greece: Crete, Omalos Platoau",7
"Greece: Crete, Rethymno, Antonios Spilia Gorge",7
Greece: Dadia,7
"Greece: East Macedonia, Rhodopi Mts.",7
"Greece: Euboia Island, Karystos bay, Agia Pelagia Islet",7
"Greece: Evvia, canyon between Vassilika and Ellinika",7
"Greece: Gliki, springs of the Acheron River",7
Greece: Isl. Samos,7
"Greece: Kato Souli, Schinias Marathon wetland",7
"Greece: Kefallonia, Enos, 1000 1600 m",7
"Greece: Kerkyra, Benitses",7
Greece: Kithira island,7
Greece: Mt. Rodopi,7
Greece: Naxos island,7
"Greece: Nom. Kastoria, Grammos Massiv, Pijes Arenes",7
"Greece: Nom. Messinias, Ep. Kalamon, Mt. Taygetos, S part, NE of Mavrovouna, above place called Ag. Dimitrios, along valley leading to the summit ridge",7
"Greece: Northen Sporades, Giura isl.",7
"Greece: Orvilos Mt., lower valley",7
"Greece: Peloponnese, Messinia, Tetrazi Mts.",7
"Greece: Pogoniskos village, Ioannina",7
Greece: Porto Valitsa,7
"Greece: Rhodes, Rhodes city",7
Greece: Rhodos,7
"Greece: Rodos, Charaki",7
"Greece: Rodos, Koutsoutis",7
"Greece: Rodos, Kritinia castle",7
"Greece: Samos, Mili",7
"Greece: Siteia, Crete",7
Greece: Sporades,7
Greece: springs of the Louros River,7
Greece: Stymphalia Lake,7
"Greece: Thessaly, Mt. Olympus, 80 km SW of Thesseloniki, ca 15 km W of Lithochoron and 16 from the Agean Sea coast",7
"Greece: Varia, Aetolia Acarnania",7
Greece: Ziria,7
Greece:Aggelohori,7
Greece:Agiasma,7
Greece:Amorgos,7
Greece:Astakos,7
"Greece:Central Makedonia District, Voras (Kaimaktsalan) Mts",7
Greece:Chiliadou Springs,7
"Greece:Crete isl., Argyroupoli",7
"Greece:Crete, Dia",7
"Greece:Crete, Heraklion Tilissos",7
"Greece:Crete, Paleokastro",7
"Greece:Cyclades, Naxos Island",7
"Greece:Cyprus, Paphos",7
Greece:Dodekanisou,7
Greece:Dorio,7
"Greece:Eastern Mediterranean,Aegean Sea Bali",7
"Greece:Epirus, Agia Parascevi, Flussbett",7
"Greece:Eptanisa Islands Zakynthos, Chora to Argasi",7
Greece:Evros drainage,7
Greece:Evrostina,7
"Greece:Evrotas river, Sparta",7
"Greece:Ferma, Crete",7
Greece:Halkidiki,7
Greece:Hersonisos province,7
"Greece:Ikaria Island, Mesakti beach",7
"Greece:Ionian Islands, Corfu, Angelocastro S of Krini, 240 m",7
Greece:Island of Crete,7
"Greece:Island of Karpathos, Amoopi",7
"Greece:Island of Karpathos, Pigadia",7
Greece:Island of Rhodes,7
Greece:Kalogria,7
Greece:Kalymnos Island,7
"Greece:Karpathos, Amoopi",7
Greece:Kea,7
Greece:Kea Island,7
Greece:Kerkyra,7
Greece:Kilkis,7
Greece:Korinthia,7
Greece:Korinthia Stymfalia lake,7
Greece:Korinthos,7
Greece:Koutsouroumpas,7
"Greece:Kreta, Mediterranean",7
Greece:Krystallopigi,7
Greece:Kypseli,7
"Greece:Lagonisi, Pothitos Islet",7
Greece:Lake Vegoritida,7
Greece:Lake Vistonis,7
"Greece:Limnes, Crete",7
Greece:Louros,7
"Greece:Macedonia, Ohrid Lake",7
"Greece:Makedonia, Xerolimni",7
"Greece:Mediterranean Sea, Atalante Basin",7
"Greece:Messinia, Taygetos Mts, 4.9 km ENE Kastania",7
"Greece:Milos Island, Rivari",7
"Greece:Miras river, Peloponnesus",7
Greece:Mytilene,7
Greece:Nestos Keramoti,7
Greece:Nisyros Island,7
"Greece:North Aegean, Samos, Kokkari, Stella Bay",7
Greece:Ovriokastro,7
"Greece:Peloponnese, Katafigio Profitis Ilias, Oros Taygetos",7
Greece:Pindos,7
"Greece:Pitsidia, Agricultural Guard",7
Greece:Prosilio NE 3 km to Syrrako,7
"Greece:Prov. Larissa, Ossa Gebirge, sw. Stomion",7
Greece:Rebakia,7
Greece:Rhodes Island,7
Greece:River Kalamas,7
"Greece:Samos Island, Agios Taxiarhis",7
"Greece:Santorini Island, Baxedes",7
"Greece:Serifos Island, Kalo Ampeli",7
Greece:Sitzi Springs,7
Greece:Skyros,7
"Greece:Soulopoulo, tributary of Kalamas (Thyamis) River",7
"Greece:Spathi Bay, Milos Island",7
"Greece:St. Ellada, Fokida",7
Greece:Struma,7
"Greece:Syros Island, Malia",7
"Greece:Thesprotia, 3Km E Kestrini",7
"Greece:Thessaly, Elassona",7
"Greece:Thessaly, Magnisia",7
"Greece:Thessaly, Magnisia, Volos SE 38km, Platanias ENE 3km, Ligaria",7
Greece:Thrace,7
"Greece:Thrace, Evros",7
"Greece:Tinos Island, Kolympithra",7
Greece:Trichonida Lake,7
"Greece:Trichonis lake, Panetolio",7
"Greece:Trikala Antichasia Mt., Korydalos",7
"Greece:W Greece, Valti",7
"Greece:West Greece, Kalavryta",7
Greece:Zarouchla,7
"Germany: Berlin, from wild source Greece, Kea island, cultivated in BG Berlin",6
Greece: Alfios River,6
"Greece: Askion, Siatista",6
"Greece: Attica, Acharnes, Varymbombi Sfendali",6
"Greece: Attica, Athens",6
Greece: Attika,6
"Greece: Central Macedonia, Drakontio",6
"Greece: Central Macedonia, Nea Mesimvria",6
"Greece: Central Macedonia, Pella",6
Greece: Citros,6
"Greece: Crete, Chora Sfakion 1.5 km towards Chania, 90m",6
"Greece: Crete, Lagou",6
"Greece: Cyclades, Naxos",6
"Greece: Epirus, Amvrakikos, Tsopeli lagoon",6
"Greece: Epirus, Pades",6
"Greece: Euboia Island, Agia Pelagia Islet",6
"Greece: Euboia Island, Petalii Islands",6
"Greece: Ionio, Corfu",6
Greece: Isl. Ikaria,6
"Greece: Kalamas, Anakoli springs",6
Greece: Karditsa,6
Greece: Karnopi,6
Greece: Karystos,6
Greece: Kefalonia island,6
Greece: Kryoneri Estuary,6
"Greece: Lakonia, Limeni",6
"Greece: Lesbos, Ligobna Valley",6
Greece: Mt. Grammos,6
Greece: Mt. Olympus,6
Greece: Mt. Voutsikaki,6
Greece: Mt. Xerovouni,6
Greece: Nisyros island,6
"Greece: Northen Sporades, Skopelos isl.",6
Greece: Paralimni lake,6
"Greece: Peleponnissos, TAYGETOS MTS., E slopes, S of Sparta ca 15 km, 13.9 km up road up from Paleopanagia to Katafgpio Shelter",6
"Greece: Peloponnese, Chelmos Mt., Xerocampos",6
"Greece: Peloponnese, Kato Lousi",6
"Greece: Peloponnese, Leontari Falaisio",6
"Greece: Peloponnese, Mycenae",6
"Greece: Peloponnese, Taygetos mts. E, Stavros Kalamata",6
"Greece: Peloponnesos, Chelmos Mt., Gaidurrorachi",6
"Greece: Peloponnesos, Parorio gorges",6
Greece: Peloponnisos,6
Greece: Platanos,6
"Greece: Rhodes island, Laerma",6
"Greece: River Erithropotamus, Evros Drainage, Mikro Derio",6
"Greece: Rodos, Mt. Profitis Ilias",6
Greece: Saronikos Gulf,6
"Greece: Sofades, Sofadillos river",6
Greece: Stavrupolis,6
"Greece: Sterea Ellada, Vounichora",6
Greece: Sterea Ellas Atiki,6
Greece: Tavropos Dam,6
"Greece: Tripes Parparia, Chios Island",6
Greece: Volvi lake,6
"Greece: Western Macedonia, Grevena",6
"Greece: Western Macedonia, Ptolemaida",6
"Greece:6 km from Eggares, Naxos",6
"Greece:Acheloos Estuary, brackish lagoon outflow",6
Greece:Acheron Delta,6
"Greece:Aghlia Joannis, Nea Pendeli, Athene, Attica",6
"Greece:Aghlia Paraskevi Cave, Tembi Valley, Larissa",6
"Greece:Aghlia Triada Cave, Karistos, Eubea Island",6
"Greece:Agia Larissa, Thessaly",6
"Greece:Agiasma beach, near Keramoti",6
"Greece:Agios Nikolaos, Lasithi province, Creta Island",6
"Greece:Ahivadolimni at Milos Island, Cyclades, Aegean Sea",6
Greece:Andros (Cyclades),6
Greece:Antikythira Isl. Pori islet,6
"Greece:Antiparos Island, Soros beach",6
"Greece:Arcadia, between Tripoli and Nestani",6
Greece:Aristi,6
Greece:Astypalaia Island,6
"Greece:Athens, Agios Kosmas",6
Greece:Axios River,6
"Greece:Central Greece, Fokida, Amfissa NE 18km, Ano Polidrosos S 1km",6
"Greece:Channel of R. Angitis, Strymon drainage, at Fotolivos",6
"Greece:Charaki, Rhodes",6
Greece:Choskova Lake,6
"Greece:Corfu Island, Corfu Town",6
"Greece:Corinthia, Trikala",6
Greece:Crete Isl.,6
"Greece:Crete isl., Marmara isl.",6
"Greece:Crete isl., Sougia Selinou",6
"Greece:Crete isl., Strongylo isl.",6
"Greece:Crete isl., Trypiti gorge",6
"Greece:Crete island, Chania",6
"Greece:Crete Island, Lassithi",6
"Greece:Crete, Kato Simi",6
"Greece:Crete, Lassithi Plateau (east Crete)",6
"Greece:Crete, Lygaria",6
"Greece:Crete, Makrigialos",6
"Greece:Crete, NW Spili",6
"Greece:Crete, Omalos",6
"Greece:Crete, Rethimno",6
"Greece:Crete, West, Lefka Ori Mts, Asfendos",6
"Greece:Cyclades, Andros island",6
"Greece:Cyclades, Milos island",6
"Greece:Drama, Rhodopi, Frakto Forest",6
Greece:Dramas,6
"Greece:Eastern Mediterranean,Aegean Sea Ag. Pelagia",6
"Greece:Edessa, Seli",6
"Greece:Epirus, 19 km E Igoumenitsa, Petrovitsa",6
"Greece:Epirus, 9 km SW Metsovo, Mikro Peristeri",6
"Greece:Epirus, Ioannina",6
"Greece:Epirus, Ioannina, Konitsa E 9km, Elefthero SE 1km, Exoklisi Profiti Elia",6
"Greece:Epirus, Ioannina, Konitsa S 15km, Vradeto NE 1km",6
"Greece:Ermones, Corfu",6
Greece:Falassarna,6
"Greece:Filiates, Igoumenitsa province",6
"Greece:Florina district, Psarades, Agios Achillios",6
Greece:Fourni Island,6
"Greece:Fthiotida, Lamia, Paralia pelasgia",6
Greece:Gera,6
Greece:Germas W 1.5 km,6
"Greece:Insel Rhodos, Salakos",6
Greece:IPI,6
"Greece:Island of Rhodes, Kolympia",6
Greece:islands,6
Greece:Kalamata,6
Greece:Kalivia,6
Greece:Kalogria Lagoon,6
"Greece:Kalymnos Island, Agia Aikaterini",6
"Greece:Karpathos, Pigadia",6
Greece:Karteros,6
Greece:Kastania,6
"Greece:Kefalonia, Poros",6
"Greece:Kefalonia, Sami",6
"Greece:Kiklades, Andros",6
Greece:Kipina Monastery W 1 km,6
"Greece:Kithira, Viaradika",6
"Greece:Klenia, Argolis",6
Greece:Kokori,6
Greece:Kombotades,6
Greece:Korinthia Doxis lake,6
"Greece:Kos Island, Agios Theologos",6
Greece:Lake Ozeros,6
"Greece:Lakonia, Lagadha gorge",6
Greece:Larisa,6
Greece:Lauros R. Agios Georgios,6
Greece:Lavrio,6
Greece:Leipsoi Island,6
Greece:Leptokaria 15 km W,6
"Greece:Lysimacheia Lake, Eatoloakarnanian Province",6
"Greece:Macedonia, Pella, Edessa, Kerassia",6
"Greece:Macedonia, Sfika",6
"Greece:Makedonia, Vogatsikon (suedl. Kastoria)",6
"Greece:Marmari, South Evia Island",6
"Greece:Mediterranean Sea, Lefkada",6
"Greece:Megaplatanos, Aridaia, Pella",6
Greece:Meligou drainage,6
Greece:Messenia,6
"Greece:Mt. Taiyetos (1180 1200 m), Peloponnisos",6
"Greece:Mykonos Island, Agios Sostis",6
"Greece:Mykonos Island, Kalafatis",6
"Greece:Naxos Island, Apollonas",6
"Greece:Naxos Island, Eggares",6
"Greece:Nisyros, Kaldera",6
"Greece:Nomos Voiotias, Orchomenos, Pigi Chariton",6
Greece:Northern Greece,6
"Greece:Omolio, Pinios River",6
Greece:Oros Vitsi Perikopio,6
Greece:Palaeochora,6
Greece:Pamvotis Lake,6
"Greece:Paros Island, Kolympithres",6
"Greece:Peloponese, Strofylia forest",6
Greece:Peloponessos,6
"Greece:Peloponez, Kalavrita",6
"Greece:Peloponnes, E bank of Stymphalian Lake, Kinia",6
"Greece:Peloponnese, Diakopto",6
"Greece:Peloponnese, Kalamata ENE 13 km, Artemisia SE 3km",6
"Greece:Peloponnese, Mainalo",6
"Greece:Peloponnese, Nisis Sfondili",6
"Greece:Peloponnessos, Argolis, Karatzas",6
"Greece:Peloponnisos, Achaia",6
"Greece:Peloponnisos, Argolida",6
"Greece:Peloponnisos, Doxas",6
"Greece:Peloponnisos, Feneos",6
"Greece:Peloponnisos, Lafka",6
"Greece:Pentamodi, Crete",6
"Greece:Pindos, Katara Pass (34SEK20)",6
Greece:Pserimos,6
Greece:Pserimos Island,6
"Greece:Reg. Central Greece, Per. Evritania,Mt. Chelidon, c. 3.5km W of Mikro Chorio",6
"Greece:Reg. Central Greece, Per. Fthiotida,Mt. Iti, c. 8km NW of Pavliani",6
"Greece:Reg. Central Greece, Per. Fthiotida,Oeta",6
"Greece:Reg. Thessaly, Per. Trikala,between Mt. Boustagani and Mt. Boutaia, 6km SW of Chaliki",6
"Greece:Reg. Thessaly, Per. Trikala,ENE of the summit Trapos in Mt. Peristeri, 5km WSW of Chaliki",6
"Greece:Rhodes, Agios Georgios",6
"Greece:Rhodes, Kattavia",6
"Greece:Rhodes, Kolympia",6
"Greece:Rhodes, Lindos",6
"Greece:Rhodes, Monolithos",6
"Greece:Rhodes, Nectaros",6
Greece:Samos island,6
Greece:Santorini Island,6
"Greece:Serifos Island, Sykamia",6
"Greece:Serron, Vironia, Biabies site",6
"Greece:Sifnos Island, Fasolou",6
"Greece:Sifnos Island, Vathy",6
"Greece:Sithonia, Sarti",6
Greece:Skyros Island,6
"Greece:small cave, Petalas",6
"Greece:small caves, Kato Olimpos, Leptokaria, Kalipefki",6
"Greece:South Aegean, Kos, Mastihari",6
"Greece:Spartias Mt., S of Agios Konstandinos",6
Greece:Stavroupoli,6
"Greece:Sterea Ellada, Delphi",6
Greece:Stoupa,6
Greece:Strymonas,6
Greece:Taigeti,6
Greece:Taygetos Oros,6
"Greece:Thessaly, Strymon Muendung",6
Greece:Timfi Vikos,6
"Greece:Velestino spring, at Velestino",6
"Greece:Voiotia, Arachova, Parnass",6
Greece:Volvi Lake,6
"Greece:West Macedonia, Florina, Lake Petres (W shore)",6
"Greece:Western Thrace region, Avdela, ~200m",6
"Greece:Xanthi, Salino",6
Greece:Zagoria,6
Greece: Agrafiotis river,5
Greece: Amorgos island,5
Greece: Andros island,5
"Greece: Andros, Andros",5
Greece: Arcadia,5
"Greece: Attica, Mt. Kitheronas (Kithairon), 11 km from road Vilia Aigosthena",5
Greece: Attiki,5
"Greece: Central Macedonia, Galatista",5
Greece: Central western Aegean Sea,5
Greece: Corfu,5
"Greece: Crete, Diktaion Andro",5
"Greece: Crete, Heraklion, Aposelemis",5
"Greece: Crete, Lasithi Platou Plati",5
"Greece: Crete, Lassithi, Xerokambos",5
"Greece: Crete, Rethymno",5
"Greece: Crete, Therisso gorge",5
"Greece: Crete, Velonado",5
"Greece: Crete,Chania",5
"Greece: Dodecanese Islands, off Rhodes Island",5
"Greece: Dodecanese, Nisyros, Nikia to Avlaki",5
"Greece: Dodecanese, Symi, Megalos Sotiras monastery",5
Greece: Doxa lake,5
"Greece: East Macedonia and Thrace, Evros, Evros Delta National Wetland Park, Evros lagoon",5
"Greece: Epiros, 16 km from Vrossina in the direction Igoumenitsa",5
Greece: Evros,5
"Greece: Evvia, Pournos",5
Greece: Idra island,5
Greece: Isl. Andros,5
Greece: Ithaca,5
"Greece: Kalamoudi, Euboea",5
Greece: Kalymnos,5
"Greece: Kappariana, Heraklion, Crete",5
"Greece: Karditsa, Amaranto",5
"Greece: Karpathos, Christou Pigadi",5
"Greece: Karpathos, Olympos",5
Greece: Kefalonia Isl.,5
"Greece: Kephalonia, Peratata",5
Greece: Korinthiakos Gulf,5
Greece: Koula Echinos outside Xanthi,5
"Greece: Melanes, Naxos",5
"Greece: Mili, spring in town",5
"Greece: N. Aegean, Samos isl.",5
Greece: Nipsa,5
"Greece: Pastra, Cephalonia",5
"Greece: Peloponisos, Durduvana",5
"Greece: Peloponnese, Achaia regional unit, Ag. Georgios (E of Tripotam), Anastasia Spring, 592m",5
"Greece: Peloponnese, Agionori env.",5
"Greece: Peloponnese, Arcadia regional unit, 5 km SW of Vitina, at the Pirgaki junction, 965m",5
"Greece: Peloponnese, Arcadia regional unit, Stemnitsa, Pigi Zoodochos Monastery, 1125m",5
"Greece: Peloponnese, Sparti env., by road to Anavriti",5
"Greece: Plakias, Crete",5
"Greece: Polydrosos, Phocis",5
Greece: Psachna,5
Greece: Saronic gulf,5
"Greece: Serifos, South Aegean",5
"Greece: Sporades, Skyros, Agios Fokas isl. (site 30)",5
"Greece: Sterea Hellas, Mt. Parnitha",5
Greece: Unnamed spring west of Amarantos,5
"Greece: Vafkeri, Lefkada Island",5
Greece: Zakhynthos,5
Greece: Zakynthos isl. Near lake Keri,5
Greece:5km SE from Apalos,5
Greece:Achaia Erymanthos Mt.,5
Greece:Achaia Klokos Mt.,5
"Greece:Acheron, River, Ammoudia",5
Greece:Afiona Kerkyra,5
"Greece:Agios Panteleimon, Vegoritis Lake",5
"Greece:Aitolokarnania Messologi, 2/39 Syntagma Evzonon",5
"Greece:Akhaia, Kalavrita, 3.3 km E, Mt Chelmos",5
"Greece:Aleksandria, Aliakmonas River",5
Greece:Alphios River,5
"Greece:Amorgos Island, Chora",5
"Greece:Andritsaina, Elis, Peloponnese",5
"Greece:Antropograva Cave, Klimatia, Kerkira, Corfu",5
Greece:Ararchova,5
Greece:Argolida (Argoliko),5
Greece:Aris drainage,5
Greece:Arkadias,5
Greece:Assopos River,5
"Greece:Attica, Agia Marina",5
Greece:Attika,5
"Greece:Benitses, Corfu",5
Greece:BG Bonn,5
"Greece:brackish lake W of Kato Xirokhorion, S of Argos, W Peloponnisos, Ionian Sea",5
"Greece:Central Greece, Fokida, Galaxidi Itea",5
"Greece:Central Macedonia, Lake Vegoritis",5
"Greece:Chirospilia Cave, Evghiros, Levkada",5
Greece:Creta island,5
"Greece:Crete isl., Ag. Eirini",5
"Greece:Crete isl., Dragonada isl.",5
"Greece:Crete island, Rethymno",5
"Greece:Crete, Elafonissi",5
"Greece:Crete, Gerani",5
"Greece:Crete, Gournia",5
"Greece:Crete, Matala",5
"Greece:Crete, Milatos",5
"Greece:Crete, Rethimnon",5
"Greece:Crete, Temenos (Eparchia), summit of Mount Giouhtas W. of Arhanes",5
"Greece:Cyclades, Schinoussa Island",5
Greece:Dadia,5
"Greece:Digaleto, Cephalonia",5
Greece:Domnista,5
"Greece:Dorio, Messenia, Peloponnese",5
"Greece:Drakotripa Cave, Penayia, Thasos Island, Kavala",5
"Greece:Drogarati Cave, Sami, Kefalonia Island",5
"Greece:Drymos, Aitoloakarnania",5
"Greece:Eastern Mediterranean,Aegean Sea Syros",5
"Greece:Epirus, Ipiros, S. Metsovo",5
"Greece:Epirus, Mt. Smolikas",5
"Greece:Eptanisa Islands Zakynthos, near Keri lake",5
"Greece:Erymanthos Mountain, Peloponnisos",5
"Greece:Etolia, Mesolongion, Troulis",5
Greece:Evinochori,5
Greece:Evinos drainage,5
Greece:Evvoia island,5
Greece:Fira,5
Greece:Folegandros,5
"Greece:Georgioupoli, Chania, Crete",5
Greece:Giannouli,5
"Greece:Greece, Central Makedonia District",5
Greece:Gyaros Island,5
